MA7,MA14,EMA12,EMA26,RSI,MACD,MACD_signal,MACD_hist,Return_1,Return_3,Return_5,Volume_Change,Volatility_5,Volatility_10,Price_Range,Open_Close_Return,Gap_Return,MA7_Gap,MA14_Gap,EMA12_Gap,EMA26_Gap,MA_Cross,EMA_Cross,Momentum_10,Momentum_20,Volume_Ratio_5,Volume_Ratio_10,OBV_Change_5,ATR_Ratio_14,Bollinger_Width_20,Bollinger_Position_20,Stoch_K_14,Stoch_D_3,QQQ_Return_1,QQQ_Return_5,QQQ_Volatility_5,SPY_Return_1,SPY_Return_5,VIX_Return_1,VIX_Change_5,VIX_Relative_10,TSLA_vs_QQQ_Return_1,TSLA_vs_SPY_Return_1,close_position_in_day,body_to_range,weighted_sentiment_score,net_sentiment,news_count,negative_ratio,news_available,weighted_sentiment_score_lag1,net_sentiment_lag1,weighted_sentiment_score_3d_mean,weighted_sentiment_score_5d_mean,news_count_3d_sum,negative_ratio_3d_mean,strong_negative_count_3d_sum,sentiment_surprise_3,abnormal_news_flag,sentiment_x_volatility5,net_sentiment_x_news,tsla_residual_return_vs_qqq,gap_open_prev_close,volume_shock_20,rolling_volatility_20,distance_to_20d_high,distance_to_20d_low,requested_date,input_trading_date,next_trading_day,date_mapping_status,market_data_latest_date,latest_closed_market_date,market_data_stale,prediction_allowed,prediction_cutoff,market_feature_date,market_feature_cutoff_date,target_horizon,latest_news_rows_used,source_news_path,source_market_path,historical_model_feature_count,included_experimental_features,missing_feature_count,missing_feature_columns,feature_alignment_status,can_predict_with_historical_model,blocking_context_warnings,feature_context_warnings
341.42000470842635,335.03785705566406,329.89616639698744,306.6193959207319,60.633650264291525,23.276770476255535,24.021538160931176,-0.7447676846756401,-0.015788061864523528,-0.0557918738551364,-0.02672275579183092,-0.07062262524500007,0.02822724878152859,0.03545976558206723,0.04794373742911257,-0.026067798311122523,0.010554878900988269,-0.024983861350694678,-0.006410745418747453,0.009075122891386834,0.08567826783696733,0.019049034365396917,0.07591421412320931,0.008024541219801229,0.29252584129815884,0.7969538228081168,0.6581523661764586,-0.010941969089435122,0.06343363763208028,0.47427504094103456,0.6307383889779822,54.815648060611565,65.58557889425805,-0.00787341655346896,0.004233110694980224,0.0051276759572169905,-0.0030300628489846604,0.014106718187711698,0.0,-0.17832164878508772,-0.08708318389399994,-0.007914645311054569,-0.012757999015538868,0.3947382004766026,-0.5582692925636621,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0,0.0,0.0,0.0013174240285165895,0.010554878900988163,0,0.05193128766833736,-0.0557918738551364,0.3708203741909555,2024-11-29,2024-11-27,2024-11-29,mapped_to_latest_closed_trading_day,2026-05-15,2024-11-27,0,0,2024-11-29T17:59:00+00:00,2024-11-27,2024-11-27,next_trading_day_after_market_feature_date,0,/Users/wangyijie/Desktop/tesla-stock-prediction-fyp-main/data/raw/doubao_tesla_latest_news_raw.csv,/Users/wangyijie/Desktop/tesla-stock-prediction-fyp-main/data/raw/market_ohlcv_2020_2024.csv,67,tsla_residual_return_vs_qqq|gap_open_prev_close|volume_shock_20|rolling_volatility_20|distance_to_20d_high|distance_to_20d_low,0,,partial_context,0,"sentiment lag/rolling features are latest-news-only approximations, not full historical sentiment context","Prediction cutoff is before XNYS market close (13:00 EST); using latest closed trading day: 2024-11-27. | no_news_at_or_before_prediction_cutoff | publish_time_utc_empty_used_fetched_at | sentiment lag/rolling features are latest-news-only approximations, not full historical sentiment context"
