Date,Open,High,Low,Close,Volume,QQQ_Close,SPY_Close,VIX_Close,Next_Day_Close,Next_Day_Return,Target,MA7,MA14,EMA12,EMA26,MACD,MACD_signal,MACD_hist,RSI,Return_1,Return_3,Return_5,Volume_Change,Volatility_5,Volatility_10,Price_Range,Open_Close_Return,Gap_Return,MA7_Gap,MA14_Gap,EMA12_Gap,EMA26_Gap,MA_Cross,EMA_Cross,Momentum_10,Momentum_20,Volume_Ratio_5,Volume_Ratio_10,OBV,OBV_Change_5,ATR_14,ATR_Ratio_14,Bollinger_Width_20,Bollinger_Position_20,Stoch_K_14,Stoch_D_3,QQQ_Return_1,QQQ_Return_5,QQQ_Volatility_5,SPY_Return_1,SPY_Return_5,VIX_Return_1,VIX_Change_5,VIX_Relative_10,TSLA_vs_QQQ_Return_1,TSLA_vs_SPY_Return_1,daily_sentiment_score,weighted_sentiment_score,positive_ratio,negative_ratio,neutral_ratio,positive_count,negative_count,neutral_count,news_count,avg_confidence,sentiment_std,strong_positive_count,strong_negative_count,net_sentiment,intraday_daily_sentiment_score,intraday_weighted_sentiment_score,intraday_positive_ratio,intraday_negative_ratio,intraday_neutral_ratio,intraday_positive_count,intraday_negative_count,intraday_neutral_count,intraday_news_count,intraday_avg_confidence,intraday_sentiment_std,intraday_strong_positive_count,intraday_strong_negative_count,intraday_net_sentiment,intraday_news_available,intraday_news_share,news_available,no_news_flag,weighted_sentiment_score_lag1,weighted_sentiment_score_lag2,weighted_sentiment_score_lag3,net_sentiment_lag1,net_sentiment_lag2,net_sentiment_lag3,news_count_lag1,news_count_lag2,news_count_lag3,negative_ratio_lag1,negative_ratio_lag2,negative_ratio_lag3,strong_negative_count_lag1,strong_negative_count_lag2,strong_negative_count_lag3,intraday_weighted_sentiment_score_lag1,intraday_weighted_sentiment_score_lag2,intraday_weighted_sentiment_score_lag3,intraday_net_sentiment_lag1,intraday_net_sentiment_lag2,intraday_net_sentiment_lag3,intraday_news_count_lag1,intraday_news_count_lag2,intraday_news_count_lag3,intraday_negative_ratio_lag1,intraday_negative_ratio_lag2,intraday_negative_ratio_lag3,intraday_strong_negative_count_lag1,intraday_strong_negative_count_lag2,intraday_strong_negative_count_lag3,weighted_sentiment_score_3d_mean,weighted_sentiment_score_5d_mean,net_sentiment_3d_mean,net_sentiment_5d_mean,negative_ratio_3d_mean,negative_ratio_5d_mean,intraday_weighted_sentiment_score_3d_mean,intraday_weighted_sentiment_score_5d_mean,intraday_net_sentiment_3d_mean,intraday_net_sentiment_5d_mean,intraday_negative_ratio_3d_mean,intraday_negative_ratio_5d_mean,news_count_3d_sum,news_count_5d_sum,strong_negative_count_3d_sum,strong_negative_count_5d_sum,intraday_news_count_3d_sum,intraday_news_count_5d_sum,intraday_strong_negative_count_3d_sum,intraday_strong_negative_count_5d_sum,close_position_in_day,body_to_range,sentiment_surprise_3,abnormal_news_flag,sentiment_x_volatility5,net_sentiment_x_news
2020-01-31,42.66666793823242,43.53333282470703,42.167999267578125,43.371334075927734,235789500,219.07000732421875,321.7300109863281,18.84000015258789,52.0,0.198948593763949,1,39.374380929129465,37.41114262172154,38.21076334391965,35.27985673038159,2.9309066135380633,2.25740172434603,0.6735048891920332,83.72583878705716,0.0152306904735053,0.14759225399062,0.1518182909539056,-0.45806169132274,0.0433933681931401,0.0378262619110834,0.0314800913142006,0.0165156121100302,-0.001264045157022,0.1015115171967387,0.1593159426984625,0.1350554210487728,0.2293511962756382,0.052477368233817,0.08307592164948,0.2669575327884637,0.5120392571766785,0.8939232124436013,0.8509370197364468,2302410000.0,0.654260128832564,1.9951422555106029,0.0460014038769898,0.4246310937884044,1.0163473877079263,98.49069492291054,93.8999322155381,-0.0158580354110829,-0.016299908728185,0.014818889256788,-0.0181579035108813,-0.0214130798509439,0.216268588183969,0.2939560171443913,0.2507468723543933,0.0310887258845883,0.0333885939843866,0.0,0.0,0.0,0.0,1.0,0,0,2,2,0.743771880865097,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.881348585664706,0.5161128054422047,0.0,1,0.0,0.0
2020-02-03,44.91266632080078,52.409332275390625,44.90133285522461,52.0,705975000,222.3800048828125,324.1199951171875,17.969999313354492,59.137332916259766,0.1372564022357647,1,41.353428431919646,38.62609509059361,40.332184367932015,36.51838586146443,3.813798506467585,2.5686810807703413,1.2451174256972433,87.70467252987142,0.198948593763949,0.3425360386765752,0.3977994086610628,1.994090067623876,0.0801013308091353,0.0651263766060671,0.1443846042339618,0.1578025590504031,0.0355380409137225,0.2574531779295604,0.3462401487398415,0.2892929261065519,0.4239402638787589,0.070608570059421,0.1044350240707667,0.5279138328247941,0.7606825794503627,1.9387460866699624,2.1573101484563075,3008385000.0,1.5329822301367786,2.414618355887278,0.0464349683824476,0.5473931378880147,1.2619346385754675,97.91135685113647,96.9061992450226,0.0151093141367135,0.0196240195301302,0.0127732822792501,0.0074285396116215,0.001916522773377,-0.0461783881203362,-0.0142622180696961,0.1482427746236074,0.1838392796272354,0.1915200541523274,0.25,0.2038331478834152,0.25,0.0,0.75,1,0,3,4,0.7627904117107391,0.5,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1019165739417076,0.1019165739417076,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9454805119262544,0.94397099322136,0.1019165739417076,1,0.016327306408476835,0.25
2020-02-04,58.86399841308594,64.59933471679688,55.59199905395508,59.137332916259766,914082000,227.47000122070312,329.05999755859375,16.049999237060547,48.97999954223633,-0.1717583947927872,0,44.42238071986607,40.288666588919504,43.22528414459782,38.1938634210789,5.03142072351892,3.061229009320057,1.970191714198863,90.37794033370876,0.1372564022357647,0.3842791928934159,0.5647557683504933,0.2947795601827261,0.077353452634488,0.0711252199540573,0.1523121726777305,0.0046434919567588,0.1319999694824218,0.3312508685472826,0.4678404107949347,0.36811900919917,0.5483464520015622,0.1026024061090036,0.1317337465458421,0.6210891901956004,0.9645213894633836,1.7867440566280597,2.3321348409207023,3922467000.0,1.8746288509632565,3.2071898324149,0.0542329130222422,0.7205414280681113,1.263661783321643,82.81741080139598,93.07315419181434,0.0228887320178488,0.0271844856871592,0.0147447823261723,0.0152412764279481,0.0066382661229038,-0.106844749563629,-0.0141278525727355,0.0050093580413212,0.1143676702179159,0.1220151258078166,1.0,0.917194128036499,1.0,0.0,0.0,1,0,0,1,0.917194128036499,0.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0.2038331478834152,0.0,0.0,0.25,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37367575863997143,0.37367575863997143,0.4166666666666667,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3936051670633633,0.030345766284470176,0.5435183693965275,0,0.07094813253970185,1.0
2020-02-05,54.88399887084961,56.39866638183594,46.94066619873047,48.97999954223633,726357000,228.22000122070312,332.8599853515625,15.149999618530272,49.930667877197266,0.0194093169425442,1,46.10504749843052,41.31819043840681,44.110624975003745,38.99283646709056,5.117788507913183,3.4725409090386825,1.6452475988745,69.12326519374207,-0.1717583947927872,0.1293173379562135,0.2645656646118159,-0.205369977748167,0.14385495008427,0.100427122738406,0.193099229716196,-0.1075723243582576,-0.0719229940828242,0.0623565574659406,0.1854342850578369,0.1103900606711403,0.256128150194326,0.1158535020346425,0.1312494542999591,0.2899430297003662,0.5663241502582979,1.2036583171184465,1.7396399493740553,3196110000.0,0.9589588945379656,3.977761404854911,0.0812119526751897,0.7252273348753823,0.8514123806361539,50.864055036856925,77.1976075631298,0.003297138066449,0.0288986237440271,0.0146546335563019,0.0115480089380723,0.0191047404557584,-0.0560747452530785,-0.0756558765890694,-0.0644683317138911,-0.1750555328592362,-0.1833064037308596,0.25,0.1748750433325767,0.375,0.125,0.5,3,1,4,8,0.7159400209784508,0.7071067811865476,0,0,0.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0.917194128036499,0.2038331478834152,0.0,1.0,0.25,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43196743975083035,0.32397557981312275,0.5,0.375,0.041666666666666664,0.03125,0.0,0.0,0.0,0.0,0.0,0.0,13.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21561993041535965,-0.6242333694301547,-0.25709239641825365,1,0.025156640629592372,0.25
2020-02-07,48.70333480834961,51.31666564941406,48.66666793823242,49.871334075927734,255952500,229.1999969482422,332.20001220703125,15.470000267028809,51.41866683959961,0.0310264963298576,1,49.43019104003906,43.57076208932059,45.75452663460304,40.54884530300626,5.205681331596779,4.096037646432638,1.1096436851641407,70.7510070281302,-0.001188323805631,-0.1566861132113104,0.1498685742204937,-0.5721374696595856,0.1428508424809982,0.0996020795213446,0.0531366918548257,0.0239819156567875,-0.0245807460830734,0.0089245666789218,0.1446055034266074,0.0899759596291234,0.2299076263025007,0.1344807542890017,0.1283805073287952,0.3244396559802531,0.5541405839687135,0.3998534952353145,0.5663386382117194,3538369500.0,0.5368112108616623,4.500332696097238,0.0902388672668271,0.725721616418113,0.8072914912112261,49.85700730444613,51.16236545475858,-0.0043008188134324,0.0462408786476702,0.0104846547657646,-0.0053296566283714,0.0325428180871445,0.0340909243035676,-0.1788747270841276,-0.0614572314989899,0.0031124950078014,0.0041413328227404,0.5,0.4274963289499283,0.5,0.0,0.5,2,0,2,4,0.7717906981706619,0.5773502691896257,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0.1748750433325767,0.917194128036499,0.2038331478834152,0.25,1.0,0.25,8.0,1.0,4.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5065218334396681,0.3446797296404839,0.5833333333333334,0.4,0.041666666666666664,0.025,0.0,0.0,0.0,0.0,0.0,0.0,13.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4545913862741546,0.4407548196144528,-0.07902550448973977,0,0.06106821074803119,0.5
2020-02-11,51.25266647338867,52.23400115966797,50.53333282470703,51.62533187866211,175462500,232.0099945068359,335.260009765625,15.18000030517578,51.15266799926758,-0.0091556579336954,0,51.8519047328404,45.613142830984934,47.39507113670635,42.11485538793779,5.280215748768569,4.521013731679769,0.7592020170887999,68.97605409563941,0.0040192609370288,0.0339403431500817,-0.1270263751703999,-0.5262098407400807,0.0837404081886747,0.0987217479670437,0.0329425162623285,0.0072711417944846,-0.0032284066548978,-0.0043696148742399,0.1318082612714225,0.0892552883770126,0.225822370826619,0.1367755325471124,0.1253765613138229,0.365990515069956,0.4754029749275914,0.4125962577634055,0.3745775895167589,4084170000.0,0.0412248210118784,4.557713917323522,0.0882844477985298,0.7123036059910486,0.7979745047135232,54.7113097453476,52.85273858350183,0.0001724071471411,0.0199586462468421,0.0065359968144093,0.0017330497864735,0.018841585890206,0.0093085334892184,-0.0542055435040694,-0.0544412302769512,0.0038468537898876,0.0022862111505552,-0.3333333333333333,-0.319210688273112,0.0,0.3333333333333333,0.6666666666666666,0,1,2,3,0.8872372309366862,0.5773502691896258,0,1,-0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0.4274963289499283,0.1748750433325767,0.917194128036499,0.5,0.25,1.0,4.0,8.0,1.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09438689466979766,0.28083759198586145,0.1388888888888889,0.33333333333333337,0.15277777777777776,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,15.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6420999468771557,0.21912879508673236,-0.41359758294290966,0,-0.026730833334178195,-0.3333333333333333
2020-02-12,51.858001708984375,52.650001525878906,50.891334533691406,51.15266799926758,180337500,234.27000427246097,337.4200134277344,13.739999771118164,53.599998474121094,0.04784365255178,1,51.73085730416434,46.54214286804199,47.97316296171577,42.78432298877703,5.188839972938744,4.654578979931564,0.5342609930071802,67.92678288267739,-0.0091556579336954,0.0256927942089748,0.0443582784266405,0.0277837144689037,0.0162141913693482,0.0997319569778546,0.0343807480816578,-0.0136012512336085,0.0045068926795303,-0.0111768745972477,0.0990612990101791,0.0662767439388801,0.1955937227915396,0.1114842187398543,0.1212790015235219,0.3206596204514369,0.4264017880117645,0.5705790505298828,0.3922434170151915,3903832500.0,0.22143246008429,4.557618822370257,0.0890983598829197,0.7049921759884781,0.7552725085489339,53.061369607710105,53.92085935125649,0.0097410017634325,0.0265095215993234,0.0069880349197066,0.006442771577855,0.0136995381747542,-0.0948616933536313,-0.0930692992023253,-0.1297738990928002,-0.0188966596971279,-0.0155984295115504,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,1,-0.319210688273112,0.4274963289499283,0.1748750433325767,-0.3333333333333333,0.5,0.25,3.0,4.0,8.0,0.3333333333333333,0.0,0.125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036095213558938764,0.2400709624091784,0.05555555555555556,0.2833333333333333,0.1111111111111111,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,1.0,1.0,0.0,0.0,0.0,0.0,0.14859746913492713,-0.4010615476605149,-0.036095213558938764,0,0.0,0.0
2020-02-14,52.4813346862793,54.198001861572266,52.366668701171875,53.33533477783203,235405500,234.63999938964844,337.6000061035156,13.68000030517578,57.22666549682617,0.0729597130158357,1,51.5620002746582,48.83352388654436,49.53059993504086,44.30769529450566,5.222904640535198,4.864046807708799,0.3588578328263994,71.20551758439225,-0.0049377556683485,0.033123329903022,0.0694587535322486,-0.403038498552643,0.0246446886094838,0.0973833031449335,0.0343362082197251,0.0162724537525148,-0.0208705936508917,0.0343922751973877,0.0921868940227781,0.0768158441000323,0.2037487940485551,0.0558730185938034,0.1178780481769463,0.229737012111753,0.5580245708437637,0.868089282039822,0.5166410382267029,4062766500.0,0.1482030070629989,4.8687141963413785,0.0912849655227997,0.6666198038119617,0.7677362521521384,58.88150863375663,57.84906939971122,0.0028636071524115,0.0237347404617753,0.005907523070016,0.0016021140118473,0.016255248940566,-0.0332155000724523,-0.1157078171270657,-0.0963735751036864,-0.00780136282076,-0.0065398696801959,0.25,0.2323984205722808,0.25,0.0,0.75,1,0,3,4,0.8092703223228455,0.5,1,0,0.25,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0.0,-0.319210688273112,0.4274963289499283,0.0,-0.3333333333333333,0.5,0.0,3.0,4.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.028937422566943732,0.10311182091633475,-0.027777777777777773,0.13333333333333336,0.1111111111111111,0.09166666666666666,0.0,0.0,0.0,0.0,0.0,0.0,7.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.528940387427359,0.4663269935562962,0.26133584313922453,1,0.005727386708339714,0.25
2020-02-18,56.106666564941406,57.33333206176758,55.490665435791016,57.22666549682617,245725500,234.72999572753903,336.7300109863281,14.829999923706056,61.16133117675781,0.0687558089532556,1,52.6042856488909,50.221619197300505,50.71461002146937,45.26465605023311,5.449953971236262,4.981228240414292,0.4687257308219701,73.50352206898715,0.0729597130158357,0.1187425355339346,0.1129550611521026,0.043839247596169,0.0363466128289891,0.0787705174703843,0.0321994407673247,0.0199619581852792,0.0519605210814432,0.0878707844981966,0.1394826851759928,0.1284059065543442,0.2642682059335224,0.0474430432485631,0.120401974670659,0.1005127980158879,0.6814887272891939,0.9978534367549616,0.5998847227633726,4308492000.0,0.1022804853010874,5.064809254237583,0.0885043573702277,0.6470630415294254,0.8598864314915947,72.45989822977954,64.3152456070677,0.0003835507079981,0.0118980665271883,0.004378279161091,-0.0025769997081124,0.0061253088186028,0.0840642977248458,-0.0139627685292292,0.0003372694169074,0.0725761623078375,0.0755367127239481,-0.1666666666666666,-0.0906481941541035,0.1666666666666666,0.3333333333333333,0.5,1,2,3,6,0.7885937690734863,0.752772652709081,0,0,-0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,0.2323984205722808,0.0,-0.319210688273112,0.25,0.0,-0.3333333333333333,4.0,0.0,3.0,0.0,0.0,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04725007547272577,0.05000717341899872,0.0277777777777778,0.050000000000000024,0.1111111111111111,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,10.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9421129286986434,0.6078141916816099,-0.13789826962682927,1,-0.003294754816566233,-0.1666666666666666
2020-02-19,61.56666564941406,62.98533248901367,60.06800079345703,61.16133117675781,381345000,236.97999572753903,338.3399963378906,14.380000114440918,59.96066665649414,-0.0196311050979861,0,54.21714237758091,51.82366670880999,52.32179789151375,46.44218754108679,5.879610350426958,5.160904662416825,0.7187056880101332,75.29359209842076,0.0687558089532556,0.1410696439905208,0.1847155059556555,0.5519146364540921,0.0396549395723271,0.0691061794936631,0.0476989568314901,-0.0065836677750975,0.0758387740209778,0.1280810550806226,0.1801814703775182,0.1689455187218973,0.3169347615817879,0.0461849927026494,0.1266006332114598,0.0342253896259421,0.676571599348448,1.3267376542372316,1.0701492223181024,4689837000.0,0.1482962266507026,5.367094857352121,0.0877530745993915,0.6557316518754249,0.9323603141706518,85.30725897233368,72.21622194528994,0.0095854813656268,0.0214214962216063,0.0051496843480924,0.0047812351113185,0.0091868594003168,-0.0303438847997432,-0.0527009337715291,-0.0189657441720824,0.0591703275876287,0.063974573841937,0.5,0.3460178822278976,0.5,0.0,0.5,2,0,2,4,0.7797438502311707,0.5773502691896257,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,1,0,-0.0906481941541035,0.2323984205722808,0.0,-0.1666666666666666,0.25,0.0,6.0,4.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16258936954869163,0.03371148407459258,0.19444444444444445,0.050000000000000024,0.1111111111111111,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,0.37477067870558406,-0.1389401389921515,0.18342851267920596,0,0.013721318210691875,0.5
